Step,Action,Reward,RevealedBoard
1,"(5, 4)",65,"[[False, False, False, False, False, False], [False, False, False, False, True, True], [False, False, False, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
2,"(2, 2)",1,"[[False, False, False, False, False, False], [False, False, False, False, True, True], [False, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
3,"(2, 0)",1,"[[False, False, False, False, False, False], [False, False, False, False, True, True], [True, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
4,"(0, 0)",1,"[[True, False, False, False, False, False], [False, False, False, False, True, True], [True, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
5,"(0, 2)",1,"[[True, False, True, False, False, False], [False, False, False, False, True, True], [True, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
6,"(0, 1)",1,"[[True, True, True, False, False, False], [False, False, False, False, True, True], [True, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
7,"(1, 3)",1,"[[True, True, True, False, False, False], [False, False, False, True, True, True], [True, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
8,"(2, 3)",1,"[[True, True, True, False, False, False], [False, False, False, True, True, True], [True, False, True, True, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"
9,"(1, 1)",-10,"[[True, True, True, False, False, False], [False, True, False, True, True, True], [True, False, True, True, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True]]"

Board
1,1,2,-1,2,-1
2,-1,3,1,2,1
2,-1,3,1,1,0
1,1,2,-1,1,0
0,0,1,1,1,0
0,0,0,0,0,0
