Episode;WinRate
0;0,115
200;0,1475
400;0,148333333
600;0,1675
800;0,189
1000;0,213333333
1200;0,235
1400;0,254375
1600;0,263888889
1800;0,2775
2000;0,299545455
2200;0,317083333
2400;0,333846154
2600;0,348571429
2800;0,364666667
3000;0,3759375
3200;0,392352941
3400;0,404166667
3600;0,416315789
3800;0,4285
4000;0,441190476
4200;0,45
4400;0,46326087
4600;0,478125
4800;0,4886
5000;0,498653846
5200;0,507407407
5400;0,516785714
5600;0,526551724
5800;0,536166667
6000;0,544354839
6200;0,5534375
6400;0,560757576
6600;0,567352941
6800;0,574285714
7000;0,58125
7200;0,589324324
7400;0,595526316
7600;0,602051282
7800;0,608625
8000;0,614878049
8200;0,619404762
8400;0,624186047
8600;0,629318182
8800;0,634222222
9000;0,639021739
9200;0,644042553
9400;0,649166667
9600;0,653163265
9800;0,6577
10000;0,165
10200;0,17
10400;0,183333333
10600;0,19
10800;0,197
11000;0,215
11200;0,232142857
11400;0,241875
11600;0,249444444
11800;0,2605
12000;0,270909091
12200;0,28375
12400;0,297307692
12600;0,301071429
12800;0,313
13000;0,3196875
13200;0,323235294
13400;0,338333333
13600;0,347368421
13800;0,354
14000;0,36047619
14200;0,366590909
14400;0,373478261
14600;0,377916667
14800;0,3852
15000;0,391923077
15200;0,398888889
15400;0,401964286
15600;0,408275862
15800;0,413333333
16000;0,418870968
16200;0,42359375
16400;0,429090909
16600;0,435441176
16800;0,439857143
17000;0,446111111
17200;0,452702703
17400;0,458552632
17600;0,463461538
17800;0,46875
18000;0,473780488
18200;0,479285714
18400;0,485
18600;0,489545455
18800;0,492888889
19000;0,495326087
19200;0,500106383
19400;0,503229167
19600;0,50755102
19800;0,5112
20000;0,1
20200;0,115
20400;0,105
20600;0,12375
20800;0,124
21000;0,136666667
21200;0,14
21400;0,151875
21600;0,158333333
21800;0,169
22000;0,179090909
22200;0,184166667
22400;0,192307692
22600;0,196428571
22800;0,198666667
23000;0,2065625
23200;0,212647059
23400;0,216388889
23600;0,222894737
23800;0,2265
24000;0,231428571
24200;0,235681818
24400;0,241086957
24600;0,245833333
24800;0,2514
25000;0,256346154
25200;0,262592593
25400;0,266607143
25600;0,271551724
25800;0,274333333
26000;0,278064516
26200;0,28375
26400;0,287272727
26600;0,291323529
26800;0,294571429
27000;0,298611111
27200;0,300540541
27400;0,303947368
27600;0,306923077
27800;0,310625
28000;0,313902439
28200;0,318571429
28400;0,320465116
28600;0,324431818
28800;0,326444444
29000;0,329130435
29200;0,33212766
29400;0,336354167
29600;0,339489796
29800;0,3415
