Episode,AvgReward
0,117.965
200,136.375
400,133.395
600,133.45
800,127.48
1000,139.055
1200,142.125
1400,147.98
1600,135.89
1800,150.82
2000,137.37
2200,173.225
2400,150.83
2600,165.24
2800,167.81
3000,158.875
3200,174.18
3400,174.735
3600,170.895
3800,157.265
4000,181.955
4200,156.14
4400,197.23
4600,176.9
4800,177.915
5000,197.32
5200,178.975
5400,191.195
5600,188.195
5800,169.3
6000,176.06
6200,177.575
6400,192.165
6600,185.345
6800,178.135
7000,189.65
7200,175.26
7400,172.295
7600,180.95
7800,186.99
8000,194.08
8200,178.05
8400,165.475
8600,172.285
8800,167.66
9000,179.205
9200,181.1
9400,172.635
9600,174.7
9800,175.99
10000,98.565
10200,89.635
10400,94.55
10600,91.11
10800,97.085
11000,110.725
11200,119.355
11400,101.3
11600,105.915
11800,118.835
12000,106.25
12200,114.78
12400,123.05
12600,106.95
12800,112.145
13000,107.185
13200,100.855
13400,139.07
13600,110.625
13800,110.265
14000,119.15
14200,118.935
14400,116.445
14600,118.255
14800,122.765
15000,119.605
15200,126.65
15400,117.795
15600,119.38
15800,119.27
16000,115.32
16200,137.62
16400,127.22
16600,121.6
16800,126.915
17000,136.78
17200,138.33
17400,131.465
17600,123.95
17800,132.4
18000,123.515
18200,135.82
18400,136.84
18600,139.125
18800,128.245
19000,117.43
19200,126.64
19400,139.835
19600,129.455
19800,126.96
20000,66.475
20200,71.62
20400,68.12
20600,78.77
20800,68.46
21000,77.99
21200,73.09
21400,80.655
21600,75.1
21800,82.23
22000,78.96
22200,78.93
22400,82.705
22600,78.595
22800,75.59
23000,95.16
23200,87.155
23400,80.615
23600,84.74
23800,85.33
24000,89.48
24200,86.61
24400,89.78
24600,92.72
24800,94.255
25000,93.135
25200,92.515
25400,87.19
25600,92.295
25800,88.73
26000,93.78
26200,96.91
26400,89.805
26600,91.5
26800,91.185
27000,95.76
27200,87.235
27400,97.35
27600,98.71
27800,96.49
28000,93.57
28200,103.255
28400,91.595
28600,100.35
28800,90.25
29000,97.335
29200,94.035
29400,109.43
29600,105.0
29800,94.025
