Episode,AvgReward
0,110.12
200,143.77
400,142.855
600,139.375
800,120.605
1000,149.23
1200,162.125
1400,144.12
1600,141.46
1800,144.99
2000,162.27
2200,159.44
2400,154.07
2600,144.415
2800,153.53
3000,185.135
3200,165.75
3400,170.115
3600,172.625
3800,166.42
4000,149.755
4200,161.28
4400,161.925
4600,192.485
4800,177.78
5000,173.88
5200,188.38
5400,178.68
5600,193.41
5800,176.245
6000,198.78
6200,172.865
6400,180.335
6600,181.71
6800,193.36
7000,182.99
7200,183.765
7400,161.57
7600,162.8
7800,198.74
8000,161.435
8200,174.38
8400,187.015
8600,184.49
8800,172.225
9000,166.535
9200,187.61
9400,174.95
9600,203.425
9800,174.62
10000,98.33
10200,98.045
10400,100.41
10600,96.26
10800,103.065
11000,120.135
11200,124.74
11400,109.51
11600,111.73
11800,131.57
12000,115.995
12200,116.08
12400,124.4
12600,123.165
12800,120.665
13000,124.975
13200,124.47
13400,128.8
13600,127.855
13800,140.435
14000,129.445
14200,127.345
14400,123.075
14600,130.695
14800,142.785
15000,130.49
15200,137.2
15400,122.08
15600,128.78
15800,130.415
16000,131.995
16200,129.04
16400,120.2
16600,144.55
16800,132.66
17000,145.205
17200,129.875
17400,131.025
17600,126.37
17800,136.445
18000,128.77
18200,139.205
18400,129.2
18600,130.005
18800,139.575
19000,131.775
19200,140.365
19400,140.845
19600,133.0
19800,126.545
20000,67.195
20200,74.175
20400,71.44
20600,71.555
20800,76.165
21000,78.065
21200,82.23
21400,84.025
21600,81.965
21800,95.545
22000,87.115
22200,91.945
22400,97.575
22600,90.895
22800,96.24
23000,94.26
23200,100.84
23400,94.745
23600,91.03
23800,97.81
24000,94.645
24200,100.025
24400,95.52
24600,97.27
24800,94.72
25000,87.68
25200,90.5
25400,106.195
25600,97.11
25800,98.91
26000,102.61
26200,106.59
26400,95.45
26600,97.835
26800,97.37
27000,101.545
27200,103.12
27400,106.325
27600,93.885
27800,98.695
28000,105.69
28200,100.855
28400,101.195
28600,106.08
28800,105.17
29000,101.37
29200,102.755
29400,104.71
29600,94.735
29800,101.875
