Episode,AvgReward
0,129.305
200,124.825
400,127.985
600,130.135
800,140.245
1000,135.225
1200,146.025
1400,141.475
1600,139.545
1800,173.4
2000,155.39
2200,169.165
2400,148.385
2600,152.85
2800,171.455
3000,166.57
3200,166.185
3400,164.545
3600,164.88
3800,172.065
4000,166.76
4200,151.89
4400,186.12
4600,183.89
4800,157.195
5000,173.32
5200,178.91
5400,165.395
5600,151.855
5800,182.74
6000,163.62
6200,155.05
6400,187.27
6600,173.795
6800,165.0
7000,176.03
7200,163.705
7400,184.64
7600,191.08
7800,165.41
8000,172.6
8200,192.16
8400,157.185
8600,188.895
8800,171.695
9000,163.645
9200,176.41
9400,160.66
9600,159.655
9800,188.655
10000,92.86
10200,90.12
10400,92.91
10600,94.225
10800,100.285
11000,115.62
11200,103.45
11400,122.39
11600,107.225
11800,114.745
12000,113.395
12200,122.43
12400,114.065
12600,112.41
12800,109.11
13000,120.665
13200,118.095
13400,126.125
13600,115.405
13800,114.205
14000,123.955
14200,120.545
14400,112.84
14600,117.31
14800,116.235
15000,121.76
15200,115.5
15400,134.855
15600,129.48
15800,123.48
16000,131.705
16200,116.0
16400,121.305
16600,130.565
16800,127.785
17000,128.21
17200,132.91
17400,128.34
17600,128.465
17800,132.615
18000,144.695
18200,138.54
18400,119.305
18600,131.185
18800,127.06
19000,126.945
19200,124.415
19400,128.225
19600,153.705
19800,129.315
20000,69.22
20200,70.2
20400,71.375
20600,71.82
20800,72.385
21000,76.595
21200,73.165
21400,79.99
21600,78.6
21800,78.655
22000,81.705
22200,88.665
22400,81.555
22600,91.075
22800,88.795
23000,83.465
23200,86.95
23400,85.045
23600,90.83
23800,87.61
24000,88.87
24200,87.42
24400,87.745
24600,84.045
24800,93.715
25000,94.19
25200,93.215
25400,105.495
25600,90.95
25800,90.975
26000,88.02
26200,93.595
26400,89.745
26600,102.075
26800,97.735
27000,103.475
27200,100.365
27400,93.935
27600,93.24
27800,94.92
28000,85.125
28200,99.8
28400,92.785
28600,91.855
28800,88.275
29000,98.4
29200,90.535
29400,97.025
29600,102.94
29800,104.22
