Episode,AvgReward
0,145.97
200,114.105
400,150.805
600,134.55
800,124.73
1000,134.425
1200,169.835
1400,139.58
1600,154.775
1800,140.01
2000,146.35
2200,155.11
2400,160.115
2600,177.945
2800,156.66
3000,173.4
3200,163.2
3400,152.61
3600,184.305
3800,149.835
4000,163.04
4200,172.96
4400,182.23
4600,177.46
4800,175.15
5000,190.885
5200,174.68
5400,172.635
5600,190.405
5800,166.975
6000,186.98
6200,195.01
6400,200.5
6600,181.675
6800,188.54
7000,183.55
7200,182.21
7400,190.375
7600,171.305
7800,170.0
8000,155.17
8200,190.495
8400,164.625
8600,171.01
8800,178.115
9000,169.505
9200,181.725
9400,166.34
9600,181.93
9800,184.865
10000,104.575
10200,91.135
10400,89.975
10600,110.875
10800,100.835
11000,102.105
11200,110.905
11400,104.7
11600,99.095
11800,115.235
12000,113.535
12200,115.435
12400,117.52
12600,120.585
12800,112.155
13000,123.06
13200,120.085
13400,109.07
13600,124.59
13800,118.835
14000,127.09
14200,115.68
14400,121.14
14600,122.845
14800,130.755
15000,122.005
15200,116.685
15400,127.375
15600,127.925
15800,136.175
16000,126.28
16200,125.8
16400,123.13
16600,129.715
16800,132.24
17000,141.36
17200,124.045
17400,120.95
17600,134.335
17800,135.035
18000,126.54
18200,126.495
18400,133.725
18600,126.965
18800,129.28
19000,122.02
19200,128.24
19400,138.18
19600,126.215
19800,122.085
20000,68.89
20200,72.47
20400,74.02
20600,72.47
20800,77.175
21000,73.835
21200,77.31
21400,79.725
21600,80.34
21800,82.73
22000,82.74
22200,87.78
22400,86.44
22600,82.18
22800,87.48
23000,87.035
23200,94.365
23400,91.115
23600,88.78
23800,92.395
24000,87.575
24200,84.85
24400,81.985
24600,89.675
24800,103.54
25000,89.645
25200,95.54
25400,96.045
25600,91.885
25800,94.71
26000,95.765
26200,95.55
26400,97.86
26600,93.605
26800,93.885
27000,99.175
27200,98.015
27400,93.465
27600,93.385
27800,100.255
28000,97.165
28200,100.405
28400,97.82
28600,96.295
28800,104.155
29000,114.275
29200,99.13
29400,107.905
29600,100.345
29800,102.75
