Episode,AvgReward
0,120.06
200,155.465
400,126.345
600,143.915
800,146.19
1000,150.685
1200,133.71
1400,147.59
1600,147.135
1800,140.865
2000,140.13
2200,125.965
2400,153.65
2600,153.655
2800,145.955
3000,154.045
3200,139.885
3400,176.51
3600,148.625
3800,152.915
4000,153.53
4200,153.21
4400,165.085
4600,152.545
4800,146.01
5000,152.265
5200,158.2
5400,166.235
5600,146.975
5800,178.775
6000,161.21
6200,153.82
6400,142.605
6600,156.525
6800,178.51
7000,171.56
7200,157.84
7400,165.32
7600,162.47
7800,157.885
8000,155.65
8200,150.805
8400,166.185
8600,173.34
8800,163.34
9000,153.32
9200,163.57
9400,168.53
9600,149.9
9800,144.68
10000,90.43
10200,91.645
10400,97.495
10600,99.635
10800,97.665
11000,91.15
11200,96.425
11400,96.19
11600,97.36
11800,88.54
12000,92.43
12200,100.81
12400,91.055
12600,97.405
12800,94.245
13000,100.83
13200,109.155
13400,100.21
13600,110.26
13800,108.15
14000,113.47
14200,94.97
14400,100.545
14600,102.075
14800,97.31
15000,106.215
15200,101.2
15400,105.52
15600,95.19
15800,99.325
16000,99.735
16200,102.99
16400,106.165
16600,97.555
16800,116.505
17000,97.35
17200,102.385
17400,99.245
17600,100.96
17800,100.275
18000,97.04
18200,107.79
18400,104.6
18600,101.13
18800,100.185
19000,106.265
19200,102.07
19400,95.39
19600,103.33
19800,111.675
20000,60.82
20200,58.55
20400,66.765
20600,73.71
20800,64.935
21000,70.165
21200,71.375
21400,67.26
21600,70.82
21800,68.26
22000,70.72
22200,70.21
22400,74.91
22600,78.205
22800,69.405
23000,67.13
23200,70.96
23400,70.715
23600,73.715
23800,65.625
24000,71.52
24200,73.93
24400,67.54
24600,65.455
24800,76.485
25000,75.605
25200,74.16
25400,74.465
25600,80.19
25800,73.23
26000,79.3
26200,70.43
26400,77.03
26600,72.215
26800,75.61
27000,70.61
27200,79.095
27400,77.765
27600,81.74
27800,87.84
28000,77.98
28200,79.77
28400,75.835
28600,81.425
28800,80.69
29000,78.98
29200,81.425
29400,77.275
29600,75.71
29800,79.92
