Episode,AvgReward
0,144.685
200,117.53
400,120.485
600,118.415
800,142.52
1000,157.52
1200,137.12
1400,142.3
1600,143.935
1800,148.45
2000,150.065
2200,152.835
2400,150.035
2600,172.775
2800,157.98
3000,151.365
3200,158.04
3400,156.075
3600,191.845
3800,169.045
4000,171.435
4200,158.56
4400,170.62
4600,155.225
4800,169.435
5000,178.865
5200,181.815
5400,187.345
5600,175.23
5800,163.2
6000,200.6
6200,180.295
6400,157.075
6600,175.12
6800,180.52
7000,170.305
7200,165.8
7400,174.375
7600,185.235
7800,190.095
8000,169.27
8200,186.235
8400,171.84
8600,165.895
8800,203.13
9000,174.695
9200,169.545
9400,174.245
9600,187.71
9800,187.97
10000,97.3
10200,89.09
10400,93.755
10600,101.46
10800,104.23
11000,106.7
11200,106.65
11400,109.98
11600,100.195
11800,105.39
12000,106.35
12200,110.69
12400,100.48
12600,112.335
12800,112.64
13000,111.695
13200,114.415
13400,121.975
13600,122.775
13800,118.21
14000,119.62
14200,120.66
14400,127.265
14600,130.59
14800,131.285
15000,124.675
15200,136.555
15400,134.745
15600,132.38
15800,118.4
16000,134.715
16200,127.805
16400,120.815
16600,130.555
16800,134.085
17000,131.405
17200,125.0
17400,136.15
17600,126.535
17800,136.83
18000,127.93
18200,134.975
18400,125.66
18600,133.265
18800,129.435
19000,138.295
19200,148.315
19400,133.095
19600,129.05
19800,131.865
20000,69.59
20200,59.145
20400,71.72
20600,69.665
20800,66.05
21000,71.71
21200,71.615
21400,77.265
21600,73.695
21800,74.95
22000,75.34
22200,78.635
22400,80.63
22600,85.29
22800,81.075
23000,84.065
23200,83.805
23400,85.385
23600,84.77
23800,80.39
24000,88.025
24200,90.83
24400,84.595
24600,90.63
24800,94.27
25000,90.865
25200,95.115
25400,95.36
25600,96.27
25800,90.06
26000,90.13
26200,93.385
26400,101.875
26600,93.6
26800,91.82
27000,93.775
27200,93.98
27400,102.885
27600,98.345
27800,100.21
28000,97.735
28200,98.795
28400,99.53
28600,102.04
28800,99.405
29000,100.95
29200,97.205
29400,103.7
29600,100.375
29800,101.925
