Episode,AvgReward
0,119.14
200,122.575
400,124.465
600,139.345
800,128.485
1000,122.86
1200,136.75
1400,126.71
1600,131.54
1800,143.62
2000,156.41
2200,153.955
2400,154.03
2600,154.79
2800,155.075
3000,135.82
3200,153.13
3400,147.13
3600,194.64
3800,180.35
4000,157.455
4200,172.105
4400,137.685
4600,166.35
4800,185.94
5000,164.69
5200,155.895
5400,161.455
5600,165.545
5800,171.53
6000,154.85
6200,193.175
6400,161.04
6600,189.05
6800,167.015
7000,162.82
7200,161.4
7400,177.68
7600,165.42
7800,163.0
8000,185.695
8200,161.775
8400,173.8
8600,177.005
8800,174.19
9000,176.95
9200,163.04
9400,191.495
9600,150.765
9800,169.995
10000,95.4
10200,97.65
10400,97.495
10600,95.42
10800,106.55
11000,94.925
11200,104.165
11400,96.77
11600,98.575
11800,108.945
12000,107.915
12200,103.62
12400,111.33
12600,113.77
12800,108.88
13000,109.61
13200,133.16
13400,114.74
13600,106.115
13800,113.41
14000,111.03
14200,117.155
14400,131.56
14600,121.635
14800,108.395
15000,125.585
15200,119.995
15400,121.855
15600,127.805
15800,119.785
16000,116.06
16200,139.99
16400,128.33
16600,116.705
16800,119.725
17000,130.95
17200,114.855
17400,128.515
17600,117.46
17800,121.495
18000,133.405
18200,125.85
18400,139.09
18600,124.865
18800,134.275
19000,130.69
19200,123.52
19400,141.28
19600,121.875
19800,125.29
20000,75.775
20200,73.035
20400,71.36
20600,74.04
20800,71.68
21000,73.32
21200,81.255
21400,79.75
21600,73.53
21800,87.715
22000,80.47
22200,81.17
22400,79.19
22600,83.79
22800,83.115
23000,82.285
23200,89.78
23400,84.56
23600,85.43
23800,87.45
24000,92.985
24200,83.295
24400,84.875
24600,87.105
24800,81.225
25000,94.205
25200,92.98
25400,92.9
25600,87.885
25800,89.775
26000,89.715
26200,94.13
26400,93.94
26600,86.94
26800,90.545
27000,93.855
27200,90.42
27400,91.98
27600,94.36
27800,91.975
28000,94.715
28200,89.77
28400,91.615
28600,91.485
28800,97.51
29000,99.94
29200,105.77
29400,108.01
29600,94.24
29800,97.055
