Episode,AvgReward
0,120.925
200,126.95
400,124.39
600,146.85
800,140.41
1000,123.68
1200,153.65
1400,150.88
1600,147.13
1800,160.185
2000,156.635
2200,147.64
2400,151.06
2600,142.92
2800,141.555
3000,160.035
3200,163.39
3400,177.04
3600,157.825
3800,174.1
4000,178.335
4200,167.595
4400,165.355
4600,161.785
4800,184.115
5000,161.84
5200,152.125
5400,181.0
5600,178.21
5800,163.405
6000,149.845
6200,182.985
6400,161.8
6600,185.43
6800,174.425
7000,167.49
7200,193.31
7400,194.225
7600,190.9
7800,173.065
8000,176.985
8200,153.08
8400,176.415
8600,172.92
8800,175.425
9000,187.665
9200,179.985
9400,177.355
9600,184.86
9800,181.605
10000,97.495
10200,91.765
10400,88.18
10600,88.67
10800,87.425
11000,93.705
11200,100.775
11400,92.205
11600,90.49
11800,104.27
12000,89.97
12200,89.825
12400,86.96
12600,91.67
12800,100.735
13000,101.725
13200,94.415
13400,112.39
13600,90.24
13800,104.915
14000,105.31
14200,102.085
14400,94.525
14600,104.455
14800,102.71
15000,94.695
15200,115.31
15400,102.33
15600,115.88
15800,101.495
16000,101.925
16200,102.805
16400,95.49
16600,93.88
16800,112.03
17000,99.325
17200,98.65
17400,98.77
17600,110.27
17800,107.825
18000,100.945
18200,102.495
18400,103.845
18600,102.07
18800,102.695
19000,107.795
19200,111.405
19400,105.365
19600,106.35
19800,115.055
20000,65.665
20200,68.355
20400,65.855
20600,69.615
20800,67.58
21000,65.085
21200,73.35
21400,66.34
21600,60.625
21800,79.245
22000,62.275
22200,68.54
22400,66.625
22600,69.385
22800,63.755
23000,65.87
23200,72.51
23400,65.12
23600,70.7
23800,66.245
24000,66.56
24200,71.985
24400,70.74
24600,77.41
24800,66.47
25000,72.215
25200,76.405
25400,72.58
25600,74.945
25800,74.18
26000,73.14
26200,79.115
26400,74.545
26600,81.015
26800,70.225
27000,72.945
27200,78.26
27400,71.25
27600,69.535
27800,72.445
28000,71.19
28200,73.905
28400,77.94
28600,78.09
28800,78.045
29000,68.76
29200,80.285
29400,73.61
29600,78.94
29800,70.605
