Episode,AvgReward
0,133.53
200,120.8
400,137.775
600,135.47
800,142.235
1000,146.02
1200,134.325
1400,160.595
1600,151.29
1800,150.115
2000,163.955
2200,154.975
2400,152.935
2600,173.59
2800,149.215
3000,159.115
3200,187.795
3400,145.56
3600,151.3
3800,163.155
4000,171.12
4200,157.55
4400,167.745
4600,184.46
4800,161.645
5000,170.765
5200,170.365
5400,176.29
5600,159.355
5800,166.79
6000,187.855
6200,175.45
6400,169.47
6600,196.38
6800,176.69
7000,167.455
7200,178.25
7400,173.16
7600,187.655
7800,171.645
8000,176.94
8200,171.22
8400,195.67
8600,172.62
8800,156.92
9000,198.65
9200,175.535
9400,166.76
9600,173.04
9800,176.775
10000,95.885
10200,97.43
10400,104.705
10600,92.675
10800,98.005
11000,93.29
11200,98.165
11400,100.105
11600,97.58
11800,102.51
12000,88.54
12200,106.48
12400,90.66
12600,96.305
12800,107.045
13000,94.815
13200,96.715
13400,100.755
13600,98.1
13800,90.685
14000,104.21
14200,100.95
14400,102.235
14600,101.845
14800,101.935
15000,94.9
15200,102.815
15400,113.0
15600,95.575
15800,100.12
16000,109.7
16200,99.745
16400,115.335
16600,104.535
16800,104.76
17000,108.885
17200,101.8
17400,97.28
17600,107.945
17800,109.13
18000,100.6
18200,117.22
18400,99.88
18600,109.45
18800,99.39
19000,108.4
19200,115.4
19400,111.145
19600,106.31
19800,118.1
20000,65.295
20200,64.88
20400,70.185
20600,65.23
20800,70.685
21000,71.75
21200,66.86
21400,75.345
21600,64.25
21800,69.6
22000,69.465
22200,72.015
22400,78.265
22600,64.42
22800,70.69
23000,73.195
23200,72.79
23400,74.465
23600,65.765
23800,71.085
24000,79.705
24200,68.535
24400,65.88
24600,74.425
24800,67.84
25000,65.93
25200,76.785
25400,74.87
25600,71.71
25800,68.875
26000,71.995
26200,70.405
26400,70.885
26600,67.165
26800,73.03
27000,69.315
27200,75.98
27400,76.0
27600,69.99
27800,70.285
28000,76.02
28200,82.8
28400,71.935
28600,74.44
28800,76.62
29000,76.04
29200,75.54
29400,79.165
29600,77.51
29800,80.145
