Step,Action,Reward,RevealedBoard
1,"(5, 4)",94,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [False, False, False, False, True, True], [False, False, False, True, True, True], [False, False, False, True, True, True]]"
2,"(3, 0)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, False, False, False, True, True], [False, False, False, True, True, True], [False, False, False, True, True, True]]"
3,"(5, 1)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, False, False, False, True, True], [False, False, False, True, True, True], [False, True, False, True, True, True]]"
4,"(3, 2)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, False, True, False, True, True], [False, False, False, True, True, True], [False, True, False, True, True, True]]"
5,"(4, 1)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, False, True, False, True, True], [False, True, False, True, True, True], [False, True, False, True, True, True]]"
6,"(4, 0)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, False, True, False, True, True], [True, True, False, True, True, True], [False, True, False, True, True, True]]"
7,"(4, 2)",-10,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, False, True, False, True, True], [True, True, True, True, True, True], [False, True, False, True, True, True]]"

Board
0,0,0,0,0,0
0,0,0,0,0,0
1,1,2,1,1,0
1,-1,3,-1,1,0
1,2,-1,2,1,0
0,1,1,1,0,0
