Episode,AvgReward
0,122.68
200,141.515
400,132.76
600,140.26
800,144.105
1000,130.555
1200,134.955
1400,143.405
1600,143.15
1800,153.59
2000,136.96
2200,153.25
2400,157.64
2600,167.46
2800,183.82
3000,165.39
3200,146.875
3400,177.95
3600,168.63
3800,161.63
4000,171.865
4200,167.2
4400,173.005
4600,164.025
4800,186.435
5000,191.81
5200,163.445
5400,173.835
5600,183.65
5800,178.195
6000,183.235
6200,190.205
6400,196.385
6600,172.19
6800,187.56
7000,188.2
7200,160.41
7400,182.41
7600,181.16
7800,195.02
8000,170.975
8200,159.49
8400,184.405
8600,181.885
8800,187.28
9000,178.51
9200,168.23
9400,206.85
9600,170.07
9800,191.74
10000,91.335
10200,89.72
10400,108.405
10600,87.88
10800,100.87
11000,103.63
11200,96.255
11400,105.335
11600,103.65
11800,113.415
12000,110.255
12200,105.32
12400,107.945
12600,109.67
12800,118.295
13000,107.725
13200,119.79
13400,106.845
13600,119.25
13800,128.845
14000,119.065
14200,114.535
14400,119.675
14600,117.51
14800,118.6
15000,116.19
15200,120.09
15400,118.15
15600,118.01
15800,133.275
16000,133.6
16200,125.29
16400,127.7
16600,125.135
16800,123.095
17000,129.91
17200,127.66
17400,126.96
17600,124.395
17800,135.135
18000,125.24
18200,124.615
18400,131.815
18600,129.24
18800,121.875
19000,148.23
19200,124.88
19400,122.18
19600,137.37
19800,124.295
20000,71.875
20200,70.945
20400,71.285
20600,69.515
20800,69.51
21000,70.1
21200,74.06
21400,73.47
21600,74.8
21800,78.71
22000,83.705
22200,76.615
22400,87.01
22600,89.57
22800,95.855
23000,80.975
23200,84.235
23400,78.715
23600,88.76
23800,80.88
24000,87.705
24200,78.44
24400,90.8
24600,83.83
24800,91.67
25000,93.155
25200,107.68
25400,93.32
25600,93.5
25800,87.44
26000,92.385
26200,93.17
26400,100.775
26600,94.96
26800,107.335
27000,97.28
27200,96.685
27400,95.275
27600,91.285
27800,100.415
28000,93.055
28200,94.54
28400,94.02
28600,92.135
28800,98.235
29000,92.725
29200,97.205
29400,94.85
29600,101.105
29800,101.02
