Step,Action,Reward,RevealedBoard
1,"(2, 5)",33,"[[False, False, False, False, True, True], [False, False, False, False, True, True], [False, False, False, True, True, True], [False, False, False, True, True, True], [False, False, False, True, True, True], [False, False, False, False, False, False]]"
2,"(5, 3)",1,"[[False, False, False, False, True, True], [False, False, False, False, True, True], [False, False, False, True, True, True], [False, False, False, True, True, True], [False, False, False, True, True, True], [False, False, False, True, False, False]]"
3,"(3, 0)",33,"[[False, False, False, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, False, True, True, True], [True, True, False, True, False, False]]"
4,"(5, 5)",1,"[[False, False, False, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, False, True, True, True], [True, True, False, True, False, True]]"
5,"(0, 2)",1,"[[False, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, False, True, True, True], [True, True, False, True, False, True]]"
6,"(5, 2)",1,"[[False, False, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, False, True, True, True], [True, True, True, True, False, True]]"
7,"(0, 1)",51,"[[False, True, True, False, True, True], [True, True, True, False, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, False, True, True, True], [True, True, True, True, False, True]]"

Board
-1,1,2,-1,2,0
1,1,2,-1,2,0
0,0,1,1,1,0
0,1,1,1,0,0
0,1,-1,2,1,1
0,1,1,2,-1,1
