Step,Action,Reward,RevealedBoard
1,"(0, 2)",84,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [False, True, True, True, True, True], [False, False, False, False, True, True], [False, False, False, False, False, False]]"
2,"(3, 0)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [False, False, False, False, True, True], [False, False, False, False, False, False]]"
3,"(5, 3)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [False, False, False, False, True, True], [False, False, False, True, False, False]]"
4,"(4, 1)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [False, True, False, False, True, True], [False, False, False, True, False, False]]"
5,"(4, 2)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, False, True, True], [False, False, False, True, False, False]]"
6,"(4, 0)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, False, True, True], [False, False, False, True, False, False]]"
7,"(5, 4)",1,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, False, True, True], [False, False, False, True, True, False]]"
8,"(5, 1)",51,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, False, True, True], [False, True, False, True, True, False]]"

Board
0,0,0,0,0,0
1,1,0,0,0,0
-1,1,0,0,0,0
1,1,1,1,1,0
1,2,2,-1,2,1
-1,2,-1,2,2,-1
