Episode,WinRate
0,0.11
200,0.1275
400,0.14833333333333334
600,0.165
800,0.185
1000,0.2125
1200,0.24357142857142858
1400,0.26125
1600,0.2816666666666667
1800,0.2975
2000,0.3181818181818182
2200,0.3325
2400,0.3526923076923077
2600,0.36964285714285716
2800,0.38533333333333336
3000,0.4
3200,0.40911764705882353
3400,0.4230555555555556
3600,0.43842105263157893
3800,0.452
4000,0.4669047619047619
4200,0.47454545454545455
4400,0.48543478260869566
4600,0.4952083333333333
4800,0.506
5000,0.5182692307692308
5200,0.5292592592592592
5400,0.5371428571428571
5600,0.5446551724137931
5800,0.5545
6000,0.562258064516129
6200,0.56984375
6400,0.5762121212121212
6600,0.5838235294117647
6800,0.5901428571428572
7000,0.5976388888888889
7200,0.6058108108108108
7400,0.6121052631578947
7600,0.6173076923076923
7800,0.621875
8000,0.6273170731707317
8200,0.6335714285714286
8400,0.6388372093023256
8600,0.6438636363636364
8800,0.6485555555555556
9000,0.6511956521739131
9200,0.6557446808510639
9400,0.6602083333333333
9600,0.6645918367346939
9800,0.6689
10000,0.16
10200,0.1775
10400,0.20166666666666666
10600,0.2125
10800,0.218
11000,0.22916666666666666
11200,0.24
11400,0.24875
11600,0.26055555555555554
11800,0.264
12000,0.2768181818181818
12200,0.285
12400,0.29846153846153844
12600,0.30857142857142855
12800,0.317
13000,0.325625
13200,0.33705882352941174
13400,0.3463888888888889
13600,0.35578947368421054
13800,0.361
14000,0.3692857142857143
14200,0.3770454545454546
14400,0.3865217391304348
14600,0.393125
14800,0.3966
15000,0.4046153846153846
15200,0.4122222222222222
15400,0.42
15600,0.4277586206896552
15800,0.434
16000,0.44209677419354837
16200,0.45140625
16400,0.45606060606060606
16600,0.46088235294117647
16800,0.466
17000,0.4736111111111111
17200,0.4805405405405405
17400,0.4875
17600,0.4926923076923077
17800,0.49575
18000,0.5008536585365854
18200,0.5060714285714286
18400,0.5104651162790698
18600,0.5143181818181818
18800,0.5191111111111111
19000,0.523695652173913
19200,0.5280851063829787
19400,0.5329166666666667
19600,0.5374489795918367
19800,0.5411
20000,0.06
20200,0.0725
20400,0.085
20600,0.10875
20800,0.112
21000,0.11916666666666667
21200,0.13
21400,0.138125
21600,0.14444444444444443
21800,0.153
22000,0.15181818181818182
22200,0.16
22400,0.16692307692307692
22600,0.1717857142857143
22800,0.182
23000,0.1875
23200,0.19147058823529411
23400,0.20222222222222222
23600,0.20842105263157895
23800,0.2135
24000,0.21976190476190477
24200,0.2268181818181818
24400,0.2308695652173913
24600,0.23395833333333332
24800,0.2402
25000,0.24403846153846154
25200,0.25055555555555553
25400,0.2544642857142857
25600,0.26
25800,0.2643333333333333
26000,0.2709677419354839
26200,0.2740625
26400,0.2783333333333333
26600,0.28161764705882353
26800,0.28614285714285714
27000,0.29097222222222224
27200,0.2958108108108108
27400,0.2988157894736842
27600,0.303974358974359
27800,0.307875
28000,0.3130487804878049
28200,0.31797619047619047
28400,0.3227906976744186
28600,0.3275
28800,0.33211111111111113
29000,0.3366304347826087
29200,0.3401063829787234
29400,0.34458333333333335
29600,0.3479591836734694
29800,0.3519

StageSwitchIndexes
50,100,150
