Episode,WinRate
0,0.15
200,0.145
400,0.15666666666666668
600,0.1725
800,0.187
1000,0.20083333333333334
1200,0.215
1400,0.226875
1600,0.24055555555555555
1800,0.261
2000,0.28136363636363637
2200,0.295
2400,0.315
2600,0.3275
2800,0.33566666666666667
3000,0.3459375
3200,0.3594117647058824
3400,0.37194444444444447
3600,0.38184210526315787
3800,0.39425
4000,0.4035714285714286
4200,0.41545454545454547
4400,0.42630434782608695
4600,0.43604166666666666
4800,0.4444
5000,0.45326923076923076
5200,0.46111111111111114
5400,0.46910714285714283
5600,0.4770689655172414
5800,0.4831666666666667
6000,0.4882258064516129
6200,0.494375
6400,0.5001515151515151
6600,0.5077941176470588
6800,0.5124285714285715
7000,0.5170833333333333
7200,0.522972972972973
7400,0.5301315789473684
7600,0.5366666666666666
7800,0.54125
8000,0.5467073170731708
8200,0.5519047619047619
8400,0.555
8600,0.5604545454545454
8800,0.5648888888888889
9000,0.5692391304347826
9200,0.5745744680851064
9400,0.5797916666666667
9600,0.5839795918367346
9800,0.5878
10000,0.2
10200,0.2075
10400,0.20666666666666667
10600,0.21875
10800,0.232
11000,0.235
11200,0.24
11400,0.25
11600,0.25055555555555553
11800,0.2555
12000,0.26227272727272727
12200,0.2704166666666667
12400,0.2742307692307692
12600,0.2842857142857143
12800,0.2936666666666667
13000,0.3021875
13200,0.31088235294117644
13400,0.31916666666666665
13600,0.32526315789473687
13800,0.3325
14000,0.3383333333333333
14200,0.34454545454545454
14400,0.35
14600,0.35791666666666666
14800,0.363
15000,0.3721153846153846
15200,0.3787037037037037
15400,0.38375
15600,0.3889655172413793
15800,0.3965
16000,0.4012903225806452
16200,0.408125
16400,0.4122727272727273
16600,0.41926470588235293
16800,0.42514285714285716
17000,0.4313888888888889
17200,0.435
17400,0.4392105263157895
17600,0.44474358974358974
17800,0.450875
18000,0.455
18200,0.4580952380952381
18400,0.46267441860465114
18600,0.46636363636363637
18800,0.4702222222222222
19000,0.473695652173913
19200,0.47840425531914893
19400,0.48260416666666667
19600,0.4863265306122449
19800,0.4911
20000,0.075
20200,0.08
20400,0.08833333333333333
20600,0.09
20800,0.101
21000,0.10833333333333334
21200,0.11142857142857143
21400,0.115
21600,0.1238888888888889
21800,0.131
22000,0.1409090909090909
22200,0.14625
22400,0.155
22600,0.15821428571428572
22800,0.162
23000,0.1709375
23200,0.17852941176470588
23400,0.18805555555555556
23600,0.1931578947368421
23800,0.19775
24000,0.20666666666666667
24200,0.2131818181818182
24400,0.21608695652173912
24600,0.22416666666666665
24800,0.2296
25000,0.2325
25200,0.23833333333333334
25400,0.2430357142857143
25600,0.24982758620689655
25800,0.25533333333333336
26000,0.2583870967741935
26200,0.2615625
26400,0.26712121212121215
26600,0.27191176470588235
26800,0.2772857142857143
27000,0.2798611111111111
27200,0.28486486486486484
27400,0.2876315789473684
27600,0.2903846153846154
27800,0.29425
28000,0.29817073170731706
28200,0.3005952380952381
28400,0.3036046511627907
28600,0.30613636363636365
28800,0.30833333333333335
29000,0.3126086956521739
29200,0.31638297872340426
29400,0.3203125
29600,0.3245918367346939
29800,0.3276

StageSwitchIndexes
50,100,150
