Episode,AvgReward
0,112.355
200,150.695
400,137.39
600,136.545
800,122.255
1000,136.785
1200,143.635
1400,175.945
1600,148.395
1800,136.315
2000,146.66
2200,168.355
2400,163.185
2600,154.68
2800,162.78
3000,179.94
3200,172.215
3400,173.43
3600,165.33
3800,153.68
4000,165.815
4200,165.715
4400,200.93
4600,172.41
4800,155.43
5000,187.375
5200,168.39
5400,172.335
5600,164.52
5800,183.43
6000,174.785
6200,200.85
6400,190.25
6600,195.095
6800,179.85
7000,179.97
7200,173.575
7400,167.245
7600,163.525
7800,191.6
8000,185.86
8200,187.545
8400,170.21
8600,162.985
8800,180.965
9000,199.41
9200,189.385
9400,178.15
9600,172.59
9800,182.785
10000,90.24
10200,93.685
10400,89.16
10600,98.455
10800,100.365
11000,100.25
11200,101.71
11400,112.865
11600,101.63
11800,99.195
12000,105.295
12200,109.47
12400,104.65
12600,109.685
12800,122.14
13000,115.97
13200,109.295
13400,124.95
13600,115.15
13800,121.575
14000,113.64
14200,115.845
14400,125.96
14600,112.115
14800,111.47
15000,119.575
15200,123.67
15400,119.885
15600,124.74
15800,123.24
16000,130.575
16200,124.27
16400,124.36
16600,123.385
16800,123.735
17000,134.95
17200,131.615
17400,129.87
17600,127.43
17800,138.765
18000,128.545
18200,126.77
18400,124.73
18600,128.53
18800,140.035
19000,126.575
19200,132.205
19400,135.97
19600,121.8
19800,149.805
20000,66.115
20200,68.335
20400,72.44
20600,72.445
20800,65.125
21000,75.64
21200,78.8
21400,76.16
21600,70.685
21800,77.17
22000,78.3
22200,73.315
22400,81.395
22600,76.225
22800,82.995
23000,82.125
23200,85.235
23400,80.255
23600,82.73
23800,89.405
24000,91.08
24200,89.9
24400,87.885
24600,84.47
24800,83.2
25000,91.88
25200,84.58
25400,83.72
25600,90.92
25800,85.235
26000,92.1
26200,86.94
26400,84.075
26600,87.5
26800,88.635
27000,89.025
27200,93.55
27400,99.525
27600,101.925
27800,93.66
28000,92.665
28200,96.885
28400,88.29
28600,101.15
28800,95.44
29000,98.045
29200,96.98
29400,91.34
29600,97.77
29800,96.91
