Step,Action,Reward,RevealedBoard
1,"(3, 0)",53,"[[False, False, False, False, False, False], [False, False, False, False, False, False], [True, True, False, False, False, False], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
2,"(1, 2)",1,"[[False, False, False, False, False, False], [False, False, True, False, False, False], [True, True, False, False, False, False], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
3,"(2, 4)",1,"[[False, False, False, False, False, False], [False, False, True, False, False, False], [True, True, False, False, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
4,"(2, 3)",1,"[[False, False, False, False, False, False], [False, False, True, False, False, False], [True, True, False, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
5,"(0, 1)",1,"[[False, True, False, False, False, False], [False, False, True, False, False, False], [True, True, False, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
6,"(0, 2)",14,"[[False, True, True, True, True, False], [False, True, True, True, True, False], [True, True, False, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
7,"(2, 5)",1,"[[False, True, True, True, True, False], [False, True, True, True, True, False], [True, True, False, True, True, True], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
8,"(0, 0)",1,"[[True, True, True, True, True, False], [False, True, True, True, True, False], [True, True, False, True, True, True], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, False]]"
9,"(5, 5)",-10,"[[True, True, True, True, True, False], [False, True, True, True, True, False], [True, True, False, True, True, True], [True, True, True, True, True, False], [True, True, True, True, True, False], [True, True, True, True, True, True]]"

Board
1,1,0,0,1,-1
-1,2,1,1,1,1
1,2,-1,1,1,1
0,1,1,1,1,-1
0,0,0,0,2,2
0,0,0,0,1,-1
