Episode,AvgReward
0,118.62
200,120.68
400,144.34
600,130.295
800,142.02
1000,139.47
1200,146.165
1400,169.205
1600,155.35
1800,162.38
2000,156.915
2200,150.575
2400,160.9
2600,186.895
2800,183.82
3000,182.825
3200,157.045
3400,157.81
3600,145.85
3800,165.2
4000,170.98
4200,139.96
4400,150.375
4600,160.86
4800,149.74
5000,158.81
5200,185.31
5400,169.74
5600,160.405
5800,177.615
6000,161.54
6200,160.335
6400,163.845
6600,165.735
6800,165.43
7000,163.605
7200,185.14
7400,170.25
7600,183.39
7800,163.945
8000,186.93
8200,187.145
8400,190.98
8600,173.295
8800,190.435
9000,162.72
9200,150.905
9400,181.135
9600,180.745
9800,172.755
10000,105.745
10200,99.455
10400,93.62
10600,94.815
10800,89.03
11000,109.235
11200,105.885
11400,102.725
11600,100.295
11800,106.78
12000,112.11
12200,105.905
12400,107.225
12600,108.035
12800,116.285
13000,110.61
13200,110.08
13400,109.305
13600,109.085
13800,125.65
14000,112.735
14200,112.43
14400,106.73
14600,122.84
14800,124.905
15000,115.945
15200,121.76
15400,120.655
15600,119.49
15800,132.81
16000,125.585
16200,128.705
16400,129.655
16600,122.395
16800,121.535
17000,122.48
17200,126.075
17400,126.045
17600,128.03
17800,127.495
18000,131.31
18200,115.365
18400,136.075
18600,124.74
18800,128.56
19000,120.725
19200,124.85
19400,135.245
19600,131.075
19800,129.46
20000,68.71
20200,91.905
20400,74.145
20600,78.655
20800,71.41
21000,72.86
21200,75.76
21400,75.135
21600,81.805
21800,92.945
22000,78.945
22200,78.255
22400,81.015
22600,86.395
22800,82.135
23000,77.895
23200,85.21
23400,86.315
23600,82.92
23800,86.08
24000,87.005
24200,83.375
24400,94.935
24600,88.575
24800,90.615
25000,83.635
25200,90.37
25400,91.805
25600,85.995
25800,97.675
26000,84.21
26200,90.39
26400,98.185
26600,85.49
26800,89.75
27000,91.86
27200,89.755
27400,94.475
27600,98.765
27800,92.965
28000,97.17
28200,97.805
28400,87.61
28600,95.47
28800,96.505
29000,96.105
29200,101.445
29400,93.755
29600,99.74
29800,97.995
