Step,Action,Reward,RevealedBoard
1,"(0, 5)",116,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, False, True, True, True], [False, True, True, True, True, True], [False, True, True, True, True, True], [False, True, True, True, True, True]]"
2,"(2, 2)",-10,"[[True, True, True, True, True, True], [True, True, True, True, True, True], [True, True, True, True, True, True], [False, True, True, True, True, True], [False, True, True, True, True, True], [False, True, True, True, True, True]]"

Board
0,0,0,0,0,0
0,1,1,1,0,0
1,2,-1,1,0,0
-1,2,1,1,0,0
2,2,0,0,0,0
-1,1,0,0,0,0
