Episode,AvgReward
0,149.73
200,125.805
400,137.715
600,152.38
800,144.375
1000,156.365
1200,161.6
1400,142.14
1600,142.455
1800,178.08
2000,150.03
2200,165.815
2400,138.01
2600,158.02
2800,156.675
3000,164.095
3200,157.215
3400,166.91
3600,169.015
3800,173.825
4000,159.27
4200,164.755
4400,173.735
4600,168.965
4800,170.78
5000,206.42
5200,172.095
5400,170.615
5600,163.96
5800,179.15
6000,168.61
6200,181.71
6400,152.6
6600,180.79
6800,183.615
7000,176.98
7200,213.43
7400,165.6
7600,189.915
7800,180.09
8000,183.44
8200,188.065
8400,191.09
8600,185.4
8800,183.87
9000,191.34
9200,175.115
9400,179.335
9600,172.85
9800,190.49
10000,94.015
10200,85.93
10400,94.0
10600,95.375
10800,106.31
11000,100.135
11200,108.79
11400,100.215
11600,103.03
11800,103.28
12000,118.19
12200,117.075
12400,110.35
12600,113.54
12800,111.045
13000,107.98
13200,117.905
13400,122.455
13600,132.53
13800,112.425
14000,120.07
14200,121.39
14400,119.37
14600,126.86
14800,121.14
15000,126.145
15200,119.33
15400,131.665
15600,122.15
15800,134.645
16000,119.56
16200,125.8
16400,128.625
16600,133.615
16800,121.655
17000,122.485
17200,128.68
17400,118.83
17600,132.205
17800,141.455
18000,122.185
18200,118.335
18400,120.57
18600,126.88
18800,135.74
19000,141.1
19200,123.645
19400,129.135
19600,127.84
19800,124.13
20000,65.85
20200,72.955
20400,73.605
20600,78.3
20800,74.66
21000,69.53
21200,78.49
21400,69.69
21600,76.225
21800,76.37
22000,78.425
22200,79.275
22400,78.29
22600,86.24
22800,85.15
23000,84.03
23200,83.69
23400,90.845
23600,90.19
23800,86.0
24000,96.735
24200,95.21
24400,90.5
24600,88.705
24800,85.81
25000,97.05
25200,92.215
25400,93.735
25600,85.065
25800,94.635
26000,100.06
26200,87.25
26400,90.465
26600,92.56
26800,97.965
27000,90.64
27200,92.3
27400,89.505
27600,93.97
27800,97.725
28000,96.195
28200,104.01
28400,94.955
28600,102.71
28800,102.69
29000,102.385
29200,96.15
29400,98.955
29600,101.055
29800,92.275
